Text,DisplayName,Username,Timestamp,Link
"お金貯めたい人聞いてくれ。ADHDの友人が3年で1000万円貯めてた。3年前、そいつは僕と同じやった。給料入ったら「自分へのご褒美」とか言うて散財。サブスク地獄、衝動買い、謎の課金。「来月から貯める」が口癖やった。それが今や1000万。「お前、何があったん？」って聞いたら、脳の仕組みを逆手に取","セナ@ADHDを才能に変える思考法","@otonashikotoba","2026-02-04T10:15:04.000Z","https://x.com/otonashikotoba/status/2018991689558302983"
"箱根駅伝  復路 レース後の東京 大手町 読売新聞社内の様子 シード権を獲得して歓喜に沸く帝京陣営 だれかが「(2区の)楠岡がたすきをよくつないでくれた。もし棄権していたら終わりだった。」 と言っていて、これ見て初めてエース楠岡由浩が走行中に足を負傷していたことがわかった。 そのこと、 ↓","桜村筑波箱根ライン","@sakuramurataro","2026-02-02T11:19:32.000Z","https://x.com/sakuramurataro/status/2018283136665419858"
"【衝撃】Claude Code開発チームが「手の内」を全公開。中の人たち、ガチでヤバい使い方してた。Anthropicが公式ドキュメントでClaude Code開発チームの「実際の使い方」を公開。これ、AI支援開発の新しい「型」を定義してる。 詳しく解説する  ①開発チームの実態がヤバすぎる","Tom | ドバイで生成AIやってる人","@0x__tom","2026-02-02T08:00:00.000Z","https://x.com/0x__tom/status/2018232922747339182"
"Githubで人生の全てを管理するの、完全に正解かもしれない。 雑にその日やった事や決まった予定のメモ書いてそれらを管理するSkills作ってClaudeに投げれば今日やることも予定のリマインドも全てしてくれる個人秘書の出来上がり。","𝗉𝗈𝗍𝖾𝖻𝗈𝗒","@_poteboy_","2026-02-02T03:35:54.000Z","https://x.com/_poteboy_/status/2018166458690470217"
"ClaudeのSkills公式ガイドの日本語訳版。スキルとは何かという初歩的なことから、細かい制約等知っておくべきことが沢山記載されてるので、長いけど一度は目を通しておくと良さそう","しん | LayerX PdM","@U2Qshinshiro","2026-02-01T01:39:58.000Z","https://x.com/U2Qshinshiro/status/2017774894747189422"
"Claude Code。最初は「AIにコードを書かせるツール」だと思っていた。違った。Skills、Hooks、Subagents、MCP。これらを組み合わせると、別次元の生産性が手に入る。「Claude Code」じゃなくて「Claude Agent」だと思えば本質が見える。  私の10か月のClaude","FabyΔ","@FABYMETAL4","2026-01-30T20:38:01.000Z","https://x.com/FABYMETAL4/status/2017336522476032269"
"","たろ","@shtrchkw","2026-01-31T07:06:05.000Z","https://x.com/shtrchkw/status/2017494580573442188"
"MCPよりCLIの方が圧倒的に便利だと思うのですが僕だけですかね？","すてぃお","@suthio_","2026-01-30T07:49:47.000Z","https://x.com/suthio_/status/2017143190059700232"
"Anthropicのブログ、「AIのせいで開発スキルが伸びない」若者へ大きなヒントになりそう  https:// anthropic.com/research/AI-as sistance-coding-skills …","みのるん Minoru Onda","@minorun365","2026-01-30T10:31:54.000Z","https://x.com/minorun365/status/2017183985886179493"
"めちゃめちゃ作り込まれてる、、、すごい。参考になる。","理久","@rik423__ai","2026-01-30T12:13:30.000Z","https://x.com/rik423__ai/status/2017209553147002953"
"updated tierlist :)","ives","@__ives_","2025-12-19T19:09:48.000Z","https://x.com/__ives_/status/2002094028574040284"
"神ストーリー  ☑︎ 期間限定セール中 ☑︎ 初めての方はクーポンあり！ ☑︎ paypay・d払い・コンビニ払いも可能  漫画はコチラ↓PR 【 https:// b-short.link/YkfQ1u】","日刊ストーリーランド(工口)","@neularada1984","2025-12-14T19:11:35.000Z","https://x.com/neularada1984/status/2000282540125618428"
"簡単に試せるGemini/NotebookLMのtips集。良さそう。   https:// zenn.dev/densan_techblo g/articles/ef12b28ffb5893 …","うえむら","@uemura_HR","2025-12-14T06:45:00.000Z","https://x.com/uemura_HR/status/2000094656055701727"
"これにNotebookLMスライドを渡してみて。","まじん","@Majin_AppSheet","2025-12-12T19:46:05.000Z","https://x.com/Majin_AppSheet/status/1999566447618744460"
"正直、NotebookLMとChatGPT-5.2の相性が神レベルで良すぎて震えます。 NotebookLMで「仕事の全情報」をインストールし、ChatGPT-5.2で「プロジェクトの成功予測」や「目標達成のためのロードマップ」を推論させる。 過去のデータを渡すだけで、未来の正解が返ってくる。 リプ欄で徹底解説します","えーたん/AI×時短で仕事効率化","@ai_jitan","2025-12-12T21:00:12.000Z","https://x.com/ai_jitan/status/1999585096559476830"
"ラジ父M-1トークまとめ","@Remembrall730","·","2025-12-10T01:38:03.000Z","https://x.com/Remembrall730/status/1998567859677704477"
"大学院生の彼氏、「明日の10:00〜13:00なら会えるよ！」とか言ってきて草、私たち同棲しているんですけれどもこれが院生と付き合うということ","PoNi","@ponini_66","2025-12-08T12:56:38.000Z","https://x.com/ponini_66/status/1998013854379651403"
"みんな新MBTI出たの知ってる？ 64種類もあるらしいよw ちなみに自分はENTJ-AS(絶対的支配者)だったw みんなのも教えて！！","小田惟真（THE SUPER FRUIT）","@ishin_supafuru","2025-12-04T14:08:09.000Z","https://x.com/ishin_supafuru/status/1996582297232085244"
"【速報】GoogleのZapierやDifyみたいにノーコードで業務を自動化できる「Workspace Flows」が遂に正式公開  名称は『Google Workspace Studio』に変更  見た感じ、機能の変更は無さそう。 非常に便利なので、是非使い倒してください ○解説動画  https:// youtu.be/x9wBDxkejbk?si =3wdCW9s2K5nssLC_ …","チャエン | デジライズ CEO《重要AIニュースを毎日最速で発信》","@masahirochaen","2025-12-04T02:32:34.000Z","https://x.com/masahirochaen/status/1996407249955418391"
"ちなみに私のOpus4.5, Gemini3, GPT5.1の使い分けは、  ・Gemini3: ビジネス戦略や議論、本質の深掘りなど壁打ちはNo.1 ・Opus4.5: コーディングや噛み砕いた表現するなど思想や概念を明文化する国語力はNo.1 ・GPT5.1: 独自で作った公式や概念を証明するための数学的能力はNo.1","あきらパパ【生成AI活用エンジニア&３児のパパ】","@akira_papa_IT","2025-11-27T00:18:13.000Z","https://x.com/akira_papa_IT/status/1993836726083891363"
"【限定配布】 . Nano Banana Proの “できること100まとめ” 無料で配ります。 . Nano Banana Proって . 「画像生成できるAI」じゃなくて ビジネスの制作現場ぜんぶを 置き換えるマルチツールなんですよね。 . 実際にできることを並べると⬇︎⬇︎⬇︎ . . .  ・日本語テキストデザイン作成","たき AI×物販","@taki_auto","2025-11-23T12:00:02.000Z","https://x.com/taki_auto/status/1992563792367227116"
"NotebookLMのスライド生成、さすがにぶっ壊れすぎ。 今までいろんなAIで苦労してプロンプト入れて作ったスライドを軽く凌駕している。 1枚1枚が意味不明なほどの高精度。 画像、モックアップ、アイコン、インフォグラフィックといろんなことやりまくってる。 これ、明日大騒ぎですね。","少し明るい高橋くん","@chankostin","2025-11-20T18:54:56.000Z","https://x.com/chankostin/status/1991581039823843775"
"今年から全従業員Cursorで仕事をしている。Notionはやめた。チャットで確認依頼はNG、プルリクを出せ。  今はCursor以外でどう仕事をしたらいいかわからない。  Cursorによるコンテクスト整理とClaude Code Actionによる自動レビューは、PCで仕事する全ての人が今すぐやった方がいいと断言できる。","マコなり社長","@mako_yukinari","2025-09-22T23:26:00.000Z","https://x.com/mako_yukinari/status/1970268373062922619"
"<物語>シリーズまだ観ていない人へ、この順番でどうぞ","マル","@mt__mal","2025-09-11T07:28:20.000Z","https://x.com/mt__mal/status/1966041102622031876"
"個人が生成AIで開発するなら  何作りたいかざっくり考える ↓ Claude Code とCodexをインストールする ↓ マルチディスプレイにする ↓ 1画面はClaude CodeとCodex表示専用にする ↓ 要件定義から任せる ↓ テストを先に書かせる ↓ GitHubで全ドキュメント とソースコード管理する ↓","ふぁど","@fadysan_rh","2025-09-09T11:56:46.000Z","https://x.com/fadysan_rh/status/1965383879629701399"
"X見る暇あったら儲かる事業を探す。TRANBI、ラッコM&A、wantedly、創業手帳、情報源はいろいろあるよ。","みるぼん@スモビジ","@milbon_","2025-08-29T11:22:17.000Z","https://x.com/milbon_/status/1961388936565252227"
"【必見】""改良版"" まじん式プロンプト公開！    悩みに悩みましたが…今回も思い切って""無料""公開 このバージョンなら、構文エラーがぐっと減るはず！ ぜひ読んでみて、少しでも参考になったら スキ & フォローで応援いただけると嬉しいです","まじん","@Majin_AppSheet","2025-08-29T12:48:22.000Z","https://x.com/Majin_AppSheet/status/1961410596097986660"
"消したい記憶がある人、絶対見て。 日本心理学会が公開している「嫌な記憶よ、さようならー記憶を意図的に忘れるー」ってコンテンツ。 スライドで、記憶の消し方が丁寧に紹介されています。 私も心理師ながら、参考になりました。  リプ欄にURL貼っておきます。","こぐにー｜心理学","@s_ss_123_","2025-08-28T21:10:02.000Z","https://x.com/s_ss_123_/status/1961174460154978762"
"noteはこちらです。","けいたろう@2月27日発売「AIで作るプレゼン資料入門ガイド」","@keitaro_aigc","2025-08-26T14:46:06.000Z","https://x.com/keitaro_aigc/status/1960353063585382690"
"第4回みんなのショートカットコンテストで入賞しました！！憧れの @miyajii_phone  さんのコンテストで入賞できて光栄です。さて、何位でしょうか。是非、動画を見て欲しいです。","けいたろう@2月27日発売「AIで作るプレゼン資料入門ガイド」","@keitaro_aigc","2025-08-02T11:52:09.000Z","https://x.com/keitaro_aigc/status/1951611976599453834"
"noteはこちら","けいたろう@2月27日発売「AIで作るプレゼン資料入門ガイド」","@keitaro_aigc","2025-08-22T22:07:14.000Z","https://x.com/keitaro_aigc/status/1959014525963051331"
"「山月記」をあらためて読み直すと、自分が李徴＝虎に思えてくる、という文章を書きました。  読んでください。  ソノコエハ　ワガトモ｜Aomatsu Akira","ベテランち","@veteranchi","2025-08-21T11:12:37.000Z","https://x.com/veteranchi/status/1958487397597094247"
"Dify部で発表された、たった1クリックでLPを深く分析し、広告企画の“刺さるインサイト”を自動で引き出してくれるDifyアプリがすごいので紹介させて欲しい。  このアプリを使えば… ・LPのURLやスクリーンショットを読み込むだけで、AIがその構成・訴求・雰囲気からターゲット像を自動で抽出","鎌倉りりぃ@NIKKEIリスキリング","@lily_NIKKEIResk","2025-08-21T04:01:56.000Z","https://x.com/lily_NIKKEIResk/status/1958379012281229608"
"あるツールで、DeepResearchが実現！？  しかもOpenAI社のDeepResearchより高精度！ さらに、柔軟に使え、自由にコントロールできます。 この投稿に反応が集まったら、公開するかも！ ぜひ実際に画像のLayerXについての生成を見てみて！  (DeepResearchの技術とは関係なく深く調査します)","サクサク@中学2年生","@SakuSaku23TOP8","2025-08-17T07:09:36.000Z","https://x.com/SakuSaku23TOP8/status/1956976689751400617"
"Googleが凄すぎる。  ここ数週間で、GoogleのGeminiに超便利な新機能が続々と追加されました。  仕事の学習を大幅に効率化してくれるものから、日常生活を楽にしてくれるものまで多岐に渡ります。  特に注目かつ便利なアップデート9選をまとめました","Kosuke","@kosuke_agos","2025-08-15T21:40:48.000Z","https://x.com/kosuke_agos/status/1956471160335700272"
"AIをフル活用して執筆するなら： ㅤ ㅤ ① 「Manus」でリサーチして  ② 「NotebookLM」で情報整理して ③ 「DeepResearch」 でファクトチェックして  ④ 「ChatGPT agent」 でスクショ撮影して ⑤ 「ChatGPT with Canvas」で編集して  ⑥ 「Cluade 4.1 opus」で文体調整する","すぐる | ChatGPTガチ勢 𝕏","@SuguruKun_ai","2025-08-13T19:40:17.000Z","https://x.com/SuguruKun_ai/status/1955716054518522015"
"AIの学習にお金を払う必要はありません。  Googleやハーバード大学などが、99%の有料講座よりも優れた講座を無料で公開しています。  プロンプト入力方法からAIエージェント開発、LLMの基礎まで必要知識は全て学習可能です。  ということで、超有益な無料AI講座を7つまとめました","Kosuke","@kosuke_agos","2025-07-26T20:46:25.000Z","https://x.com/kosuke_agos/status/1949209716900450539"
"たとえば①でファイルを格納して、別途「年度→カテゴリ」でたどるためのショートカットを用意する手があります。「2025年度」フォルダーの下に①の各フォルダーのショートカットを置く形です。 ただ、カテゴリや年度が変わる度にショートカット作る手間や、年度指定で検索できない欠点がありますが","セガビ","@segavvy","2025-07-05T17:46:07.000Z","https://x.com/segavvy/status/1941554197369061450"
"土日に読みたい最新の生成AI情報まとめ  ① はじめてのClaude Code ② AIエージェント最前線 ③ 生成AIアプリケーションとMCP ④ Gemini CLI ⑤ Obsidianの使い方 ⑥ google AI Studioの活用 ⑦ o3 MCP","かずなり | 生成AI×ビジネスハック","@MacopeninSUTABA","2025-06-28T01:46:52.000Z","https://x.com/MacopeninSUTABA/status/1938776079784952257"
"【非エンジニア向けObsidian革命】 たぶん、まだ誰も記事にしていない「Obsidian × Gemini CLI」の連携を紹介。 プロの方からすれば常識かもですが、私のような非エンジニアがこれを実践した結果、今まで「整理」に使っていた時間がゼロになり、思考の速度が劇的に向上。","少し明るい高橋くん","@chankostin","2025-06-26T17:47:59.000Z","https://x.com/chankostin/status/1938293176516932030"
"断言します。現状最強AIは「Google AI Studio」 正直これ一つで完結可能。しかも無料。使わないと損 ①高性能モデル（世界No.1） ②動画解析 ③画像、動画作成 ④最大200Mトークン ⑤アプリ開発 ⑥テキスト→音声出力 ⑦AIリアルタイム画面解析 ⑧セキュリティと有料化 スレッドと動画で全機能解説","チャエン | デジライズ CEO《重要AIニュースを毎日最速で発信》","@masahirochaen","2025-06-13T03:44:33.000Z","https://x.com/masahirochaen/status/1933369877936681112"
"Claude code や Claude Max で生成AI の課金地獄にハマっている人は全員AI studio を使った方がいい！  これ全部無料で終わるから、もうお財布の心配いらないよ。1時間でオンラインコース自動生成workflowを作れちゃうから、1分だけでも見てみて。  リプ欄にAI","ハヤシシュンスケ","@The_AGI_WAY","2025-06-04T14:39:41.000Z","https://x.com/The_AGI_WAY/status/1930273257263116415"
"普通に△Vに出てる女優とかよりもonlyfansとかfanslyとかで脱いでる子の方が遥かに可愛い子多くて抜ける。comatozzzzeとかDeliciososとかガチで体シコい。名前の後にonlyfans leakってつけると無料で見れるって死んだじいちゃんが言ってた  さらにおすすめのやつはリプに載せていく⤵︎","男 の 鑑 B O T","@fajjrii","2025-06-02T09:06:26.000Z","https://x.com/fajjrii/status/1929464614263177678"
"大学生こそAIを使うべきだと思うので、 学割で無料になるAIツールをまとめておいた。  なんと年間で20万円以上もお得になる。  教育関係の方等いれば、 ぜひ学生向けにシェアしてあげてくださいー！  ↓","usutaku","@usutaku_channel","2025-06-02T10:12:59.000Z","https://x.com/usutaku_channel/status/1929481364027445569"
"この記事のスライドの数枚めくったところに、答えあります。 全部読んだら納得できるかと。 (自分はへーと思い納得しました)  ちな自分もDockerでいいやん派です。venvの名前忘れたりするので。","ぬまるちゃん","@NMRChanUMRchan","2025-06-01T05:09:54.000Z","https://x.com/NMRChanUMRchan/status/1929042700923269219"
"43年間ミステリ読み続けてるミスおじが、「あんたも好きねぇ♡」と言いたいくらい読んだあとエロい気持ちになるミステリ、略してエロミスのおすすめ8冊ランキング形式でレビューしてます。下ネタ厳禁ならノータッチでよろ。でもエッチだからこそ成立するトリックあるのが、この世界線。やれやれだぜ…","おとんミステリおじさん","@oton5964","2025-05-11T21:00:01.000Z","https://x.com/oton5964/status/1921671659720777828"
"Cursor始めたけど、どんなcursorrulesを設定すればいいかわからない人は、この方法を試してみて。  【初級】  awesome-cursorrules（様々なルールサンプルがあるリポジトリ）で、今のプロジェクトに最もマッチするルールを一つ選び、Project RulesにRule Type: Alwaysで設定する。  【中級】 1.","Daigo Yokota / StandBy","@daigo_3_8","2025-05-08T10:25:47.000Z","https://x.com/daigo_3_8/status/1920424885442261285"
"一度でもcursorとobsidianのコンボを体験すると、もう他のメモツールには戻れないなw  Evernote, Notion, iPhone純正メモ, LINEメモなどどれも試してきたけれども！","平田 智基","@t_10_a","2025-05-01T09:27:15.000Z","https://x.com/t_10_a/status/1917873443300905027"
"1. Mega Prompt Generator ChatGPTからより正確で質の高いコンテンツを引き出すための、詳細な「メガプロンプト」を生成してくれます。プロンプトエンジニアリングの手間を削減できます。","Kosuke","@kosuke_agos","2025-04-28T18:11:56.000Z","https://x.com/kosuke_agos/status/1916918317450756542"
"これで10から30分単位で5つのブランチに発散、良いものを探索、統合を１サイクルとしてガンガン回せる。","Daisuke Motoki","@psyon_cloud","2025-04-25T05:46:54.000Z","https://x.com/psyon_cloud/status/1915643660148117800"
"DeNAが公開した「Dify(OSS)をGoogleCloudで効果的に運用する方法」の記事が非常に有益なので、Difyを社内導入したい方々は必見の内容です。  Cloud Run, Cloud SQL, Memorystore等を活用したアーキテクチャに関する詳細な解説だけでなく、なんとTerraformのリポジトリまで公開されてます...","Dify Base| AX情報発信メディア","@dify_base","2025-04-22T10:33:57.000Z","https://x.com/dify_base/status/1914628738127683957"
"Notion、まだ""手打ち""で消耗してる？ 今すぐ「Notion AI」だ。  ブログ・企画書下書き・アイデア出し、 要約・翻訳・DB整理・タスク自動化… 面倒なことは、全部AIに丸投げしろ。  これ使わないのは、正直""縛りプレイ""  このスレッドで、 世界1億人超が熱狂する理由がわかる ↓","こはく","@Kohaku_NFT","2025-04-19T21:10:25.000Z","https://x.com/Kohaku_NFT/status/1913701745181548725"
"【速報】Notion連携できるプラグインがDifyに登場！  今まで煩わしかったNotion連携が簡単になって非常に便利です。  ・Notionページの作成/編集 ・データベースの検索/作成/編集 ・コメントの追加/取得 などが可能に。  プラグインの設定方法から使い方を詳細にまとめた記事はリプに掲載","Dify Base| AX情報発信メディア","@dify_base","2025-04-18T15:11:06.000Z","https://x.com/dify_base/status/1913248932735721977"
"LLMに複数の「ペルソナ」を与え、混ぜて演じさせることで現実的な応答を生成できるようになるとの報告。  この方法を使うと人間応答との一致度が大幅に向上するようです。  人間集団には多面性があるためとのこと。 単一のペルソナだけを設定しがちな現状に新しい提案です。","AIDB","@ai_database","2025-04-18T02:43:45.000Z","https://x.com/ai_database/status/1913060855102738596"
"Cursor最大３個のエージェントを同時に動かす方法↓  チャット開いている状態で「⌘+T」  ３つのタブでチャットが開き、実装速度が３倍になります。","Rikuo","@riku720720","2025-04-14T08:47:14.000Z","https://x.com/riku720720/status/1911702778608783524"
"OpenAI CPO：  ・FigmaではなくAIコーディングでデモ作成 ・プロトタイプはバイブコーディングで十分 ・プログラミングスキルは当面必要 ・fine-tuningが当たり前になる ・AI家庭教師はインパクト大 ・高度なプロンプトエンジニアリングは不要に  スレッドにまとめます↓","d","@d_1d2d","2025-04-10T23:16:13.000Z","https://x.com/d_1d2d/status/1910471912821842288"
"コピー用のプロンプト ※ChatGPTのディープリサーチプロンプトの超圧縮版  ---  今のエラーについて、 @web を使用して連鎖的に5回繰り返して検索して欲しいです。検索したらその結果をフィードバックして検索クエリを生成してもう一度検索する過程を繰り返して連鎖検索して  ---","Taiyo/AI Agent作る大学生","@taiyo_ai_gakuse","2025-04-09T10:57:22.000Z","https://x.com/taiyo_ai_gakuse/status/1909923587668029768"
"え、Vercel公式が出してるやん  vercel公式がさ、「ai-chatbot」っていう激アツのテンプレート出してるんだけど皆知ってる？？知らないの俺だけ?  技術スタックもapp routerやshadcn/ui tailwindCSSなどモダンな構成  <技術スタック> - Next.js (app router) - スタイリング: shadcn/ui + Tailwind","Koder@海外Tech速報","@koder_dev","2025-02-18T10:00:06.000Z","https://x.com/koder_dev/status/1891789781790871705"
"【Cursor × Supabase × Vercel × Dify】  この4つ使えば一瞬でAI チャットボットとかのウェブアプリ作れるの凄いよな……  1. Supabase：DB & 認証 2. Dify：バックエンド構築 3. Vercel：ホスティング 4. Cursor：全体のコーディング  この4つ使えたら作れる範囲がかなり広がるし、開発が爆速に。","じゃむまる","@jammaru_lab","2025-02-16T01:26:50.000Z","https://x.com/jammaru_lab/status/1890935836683956353"
"AIが24時間365日稼働してマーケを自動化する「Astral」がすごい。インスタやTikTokなど主要SNSを完全自動で操作し潜在顧客を発見→DMの送付も可能。すでに2億円近くを調達している期待のAIプロダクト。ウェイトリストは以下  https:// x.com/SavannahFeder/ status/1890487425425711566/video/1 …","すぐる | ChatGPTガチ勢 𝕏","@SuguruKun_ai","2025-02-16T04:42:51.000Z","https://x.com/SuguruKun_ai/status/1890985168690663661"
"最近やっている、第二の脳とAIを融合したワークフローの流れ  - DeepResearch(Gemini, Genspark, ChatGPT)で、気になることを調べる - 出てきた資料を、全てNotebookLMへ移行 - よくある質問、ブリーフィングメモなどを作成 - Chat欄で壁打ち - Obsidianに、リンクを保存。 - 壁打ち内容で、Cornel","Hiroya Iizuka","@0317_hiroya","2025-02-17T00:10:24.000Z","https://x.com/0317_hiroya/status/1891278991061057648"
"cursorでアプリ開発してるんだけどcurlなるコマンドが便利すぎた。開発中の機能をすぐにデバッグできる。そしてついにアプリの基本機能が全て実装できたのでここからデザインとバグの修正。","るるむ | 爆速AI開発","@AI_Studenttt","2025-02-13T14:20:22.000Z","https://x.com/AI_Studenttt/status/1890043341339033844"
"スモビジ経営者は必須。 AI時代のノーコード3種の神器がこれ。","スモビジ開発ラボ","@yoshio_nocode","2025-02-10T23:14:46.000Z","https://x.com/yoshio_nocode/status/1889090664606122234"
"Difyで何したらいいか分からない人向けに おすすめなTOP3ワークフロー:  3位: Slack ボット Slackでボットをメンションすると返事が返ってくる。GASで構築できるので無料で運用可能。自社のナレッジをRAGで組み込めると尚良し。APIの使い方やGAS連携などを学べる。  2位:YoutubeQ&Aボット","そら  AgentSkills 自動化オタク","@sora19ai","2025-02-10T01:24:22.000Z","https://x.com/sora19ai/status/1888760889878466869"
"ぎゃー！！ なんで気づかなかったんだろ Cursor使ってて過去一番の全能感を感じれる使い方見つけた。  それは「ホームディレクトリ」をCursorの管理下に置くこと。  これの凄さわかる人にはめちゃ反応いただける気がする笑・・・やば。 リプで何がやばいのか続けます↓","ぶんかい@AIで遊ぶ人","@bunkaich","2025-02-08T14:43:49.000Z","https://x.com/bunkaich/status/1888237303908479230"
